follower_following_ratio,is_fake,user_biography_length,user_follower_count,user_following_count,user_has_profil_pic,user_is_private,user_media_count,username_digit_count,username_length
0.18382352941176472,1.0,0.0,25.0,136.0,0.0,1.0,0.0,2.0,8.0
0.0205761316872428,1.0,0.0,5.0,243.0,0.0,1.0,1.0,0.0,12.0
0.0,1.0,0.0,0.0,848.0,0.0,1.0,0.0,4.0,9.0
0.03858307001496757,1.0,111.0,232.0,6013.0,1.0,0.0,1.0,1.0,20.0
0.9907235621521335,1.0,11.0,534.0,539.0,1.0,0.0,0.0,0.0,11.0
0.125,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,11.0
0.0,1.0,0.0,0.0,126.0,1.0,1.0,0.0,0.0,5.0
0.06493506493506493,1.0,0.0,5.0,77.0,1.0,0.0,0.0,4.0,10.0
0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,7.0,11.0
0.04338394793926247,1.0,16.0,80.0,1844.0,1.0,1.0,1.0,0.0,9.0
0.10223266745005875,1.0,53.0,87.0,851.0,1.0,0.0,0.0,0.0,8.0
0.018091079226450407,1.0,89.0,29.0,1603.0,1.0,0.0,2.0,0.0,11.0
0.14122355631789593,1.0,0.0,247.0,1749.0,1.0,0.0,3.0,4.0,10.0
0.127809607756721,1.0,0.0,290.0,2269.0,0.0,1.0,0.0,0.0,12.0
0.004410143329658214,1.0,16.0,12.0,2721.0,1.0,1.0,1.0,0.0,13.0
0.01824672748909163,1.0,0.0,46.0,2521.0,0.0,0.0,0.0,2.0,12.0
0.0010136847440446021,1.0,13.0,2.0,1973.0,0.0,1.0,0.0,1.0,11.0
0.005886681383370125,1.0,0.0,8.0,1359.0,1.0,0.0,0.0,0.0,8.0
0.017964071856287425,1.0,10.0,36.0,2004.0,0.0,1.0,6.0,2.0,13.0
0.01866801210898083,1.0,8.0,37.0,1982.0,1.0,0.0,1.0,3.0,9.0
0.06149193548387097,1.0,0.0,61.0,992.0,1.0,0.0,0.0,4.0,10.0
0.015436636283446045,1.0,17.0,105.0,6802.0,1.0,0.0,0.0,0.0,6.0
0.08142186452045606,1.0,20.0,607.0,7455.0,0.0,1.0,0.0,0.0,9.0
0.008115942028985508,1.0,0.0,14.0,1725.0,1.0,1.0,0.0,4.0,9.0
0.019289907743919487,1.0,0.0,69.0,3577.0,0.0,0.0,1.0,1.0,9.0
0.01354872329338197,1.0,0.0,26.0,1919.0,0.0,0.0,0.0,0.0,12.0
0.007017543859649123,1.0,0.0,12.0,1710.0,1.0,0.0,1.0,3.0,13.0
0.008714596949891068,1.0,0.0,12.0,1377.0,0.0,0.0,0.0,5.0,15.0
0.01573588398642394,1.0,50.0,51.0,3241.0,1.0,1.0,0.0,2.0,13.0
0.004681100058513751,1.0,0.0,8.0,1709.0,1.0,1.0,0.0,2.0,7.0
0.2571285642821411,1.0,27.0,514.0,1999.0,1.0,0.0,0.0,0.0,6.0
0.07308503162333099,1.0,53.0,104.0,1423.0,0.0,0.0,0.0,0.0,13.0
0.04125248508946322,1.0,0.0,83.0,2012.0,1.0,1.0,0.0,2.0,12.0
0.05021834061135371,1.0,9.0,69.0,1374.0,1.0,1.0,0.0,1.0,7.0
0.11203814064362336,1.0,0.0,282.0,2517.0,1.0,0.0,5.0,2.0,11.0
0.0196078431372549,1.0,23.0,49.0,2499.0,1.0,0.0,1.0,4.0,17.0
0.004167907115212861,1.0,0.0,14.0,3359.0,1.0,0.0,0.0,1.0,7.0
0.016404419149648478,1.0,0.0,49.0,2987.0,0.0,0.0,0.0,0.0,8.0
0.005644933672029354,1.0,0.0,20.0,3543.0,0.0,0.0,0.0,1.0,11.0
0.027178602243313203,1.0,0.0,63.0,2318.0,1.0,0.0,0.0,4.0,9.0
0.005186721991701245,1.0,0.0,5.0,964.0,1.0,0.0,1.0,0.0,9.0
0.07021791767554479,1.0,0.0,58.0,826.0,1.0,0.0,0.0,4.0,12.0
0.06823821339950373,1.0,0.0,110.0,1612.0,0.0,1.0,0.0,4.0,12.0
0.022198731501057084,1.0,0.0,21.0,946.0,1.0,0.0,1.0,1.0,10.0
0.02276176024279211,1.0,0.0,15.0,659.0,1.0,0.0,1.0,0.0,8.0
0.002642007926023778,1.0,0.0,2.0,757.0,1.0,0.0,0.0,3.0,13.0
0.08954154727793696,1.0,15.0,125.0,1396.0,1.0,1.0,0.0,2.0,12.0
0.004536616979909268,1.0,0.0,14.0,3086.0,1.0,0.0,1.0,0.0,11.0
0.004530011325028313,1.0,0.0,4.0,883.0,1.0,0.0,0.0,1.0,7.0
0.005795574288724974,1.0,37.0,11.0,1898.0,1.0,1.0,0.0,2.0,9.0
1.6787022501308215,1.0,0.0,3208.0,1911.0,0.0,0.0,0.0,5.0,15.0
0.0,1.0,0.0,0.0,2513.0,1.0,1.0,1.0,0.0,13.0
0.08788093550673282,1.0,85.0,124.0,1411.0,1.0,1.0,0.0,0.0,13.0
0.1590909090909091,1.0,0.0,441.0,2772.0,0.0,1.0,0.0,2.0,9.0
0.005656108597285068,1.0,0.0,10.0,1768.0,0.0,0.0,0.0,4.0,14.0
0.011391375101708706,1.0,0.0,14.0,1229.0,0.0,1.0,4.0,0.0,14.0
0.00646987464617873,1.0,0.0,16.0,2473.0,0.0,0.0,0.0,0.0,13.0
0.008252063015753939,1.0,0.0,22.0,2666.0,0.0,1.0,0.0,2.0,9.0
0.009588493807431082,1.0,0.0,24.0,2503.0,1.0,0.0,1.0,4.0,9.0
0.012950222581950627,1.0,0.0,32.0,2471.0,0.0,0.0,0.0,3.0,13.0
0.3072289156626506,1.0,0.0,102.0,332.0,0.0,0.0,0.0,1.0,7.0
0.08548387096774193,1.0,4.0,53.0,620.0,1.0,1.0,1.0,0.0,8.0
0.005084745762711864,1.0,0.0,9.0,1770.0,0.0,0.0,0.0,0.0,8.0
0.00517464424320828,1.0,0.0,12.0,2319.0,0.0,0.0,0.0,3.0,10.0
0.0033081285444234404,1.0,0.0,7.0,2116.0,0.0,0.0,0.0,2.0,12.0
0.020976200080677694,1.0,0.0,52.0,2479.0,1.0,0.0,0.0,0.0,14.0
0.00776483638380477,1.0,0.0,14.0,1803.0,1.0,0.0,0.0,0.0,11.0
0.016541353383458645,1.0,0.0,22.0,1330.0,1.0,0.0,0.0,3.0,10.0
0.00258732212160414,1.0,0.0,4.0,1546.0,0.0,0.0,0.0,0.0,11.0
0.027204502814258912,1.0,0.0,58.0,2132.0,0.0,0.0,0.0,0.0,14.0
0.00392349190779794,1.0,0.0,8.0,2039.0,1.0,0.0,0.0,4.0,11.0
0.0054917623564653024,1.0,0.0,22.0,4006.0,0.0,0.0,0.0,0.0,8.0
0.0037984299822739933,1.0,0.0,15.0,3949.0,0.0,0.0,0.0,2.0,13.0
0.007647058823529412,1.0,0.0,26.0,3400.0,0.0,0.0,0.0,2.0,8.0
0.00816118337158888,1.0,70.0,32.0,3921.0,1.0,0.0,0.0,2.0,11.0
0.004749930148086058,1.0,0.0,34.0,7158.0,0.0,0.0,0.0,1.0,10.0
0.011752938234558639,1.0,129.0,47.0,3999.0,1.0,1.0,0.0,0.0,12.0
0.9473684210526315,1.0,0.0,162.0,171.0,0.0,1.0,1.0,0.0,15.0
0.2870535714285714,1.0,0.0,643.0,2240.0,1.0,0.0,2.0,1.0,11.0
0.06158357771260997,1.0,0.0,147.0,2387.0,1.0,0.0,0.0,2.0,10.0
0.0075741181562432374,1.0,0.0,35.0,4621.0,0.0,0.0,0.0,4.0,17.0
0.0023519350010690614,1.0,0.0,11.0,4677.0,0.0,0.0,0.0,3.0,8.0
0.011270047680970958,1.0,0.0,52.0,4614.0,1.0,0.0,0.0,0.0,14.0
0.006428988895382817,1.0,0.0,33.0,5133.0,1.0,0.0,2.0,8.0,13.0
0.0056807051909892265,1.0,0.0,29.0,5105.0,0.0,0.0,0.0,5.0,18.0
0.006243496357960458,1.0,0.0,6.0,961.0,1.0,0.0,0.0,5.0,8.0
0.3368421052631579,1.0,70.0,64.0,190.0,1.0,0.0,3.0,0.0,16.0
0.010338885697874785,1.0,0.0,18.0,1741.0,0.0,0.0,0.0,0.0,11.0
0.02415888543056173,1.0,0.0,163.0,6747.0,1.0,0.0,3.0,0.0,10.0
0.03314917127071823,1.0,0.0,6.0,181.0,1.0,0.0,1.0,3.0,15.0
0.01308698999230177,1.0,0.0,17.0,1299.0,1.0,0.0,1.0,0.0,18.0
0.06015037593984962,1.0,0.0,16.0,266.0,0.0,0.0,0.0,2.0,14.0
0.1280334728033473,1.0,9.0,153.0,1195.0,1.0,0.0,0.0,0.0,9.0
0.02264600715137068,1.0,0.0,38.0,1678.0,0.0,0.0,0.0,5.0,19.0
0.45514950166112955,1.0,0.0,959.0,2107.0,1.0,0.0,3.0,0.0,8.0
0.06329849012775841,1.0,0.0,109.0,1722.0,1.0,1.0,8.0,5.0,11.0
0.07182628062360802,1.0,0.0,129.0,1796.0,1.0,1.0,5.0,0.0,8.0
0.013709361535448493,1.0,0.0,35.0,2553.0,1.0,0.0,1.0,0.0,21.0
0.006928406466512702,1.0,0.0,6.0,866.0,0.0,1.0,2.0,0.0,10.0
0.0046959960454770145,1.0,0.0,19.0,4046.0,1.0,0.0,1.0,5.0,19.0
0.03624733475479744,1.0,110.0,34.0,938.0,1.0,0.0,3.0,0.0,15.0
0.12821178302621333,1.0,0.0,494.0,3853.0,1.0,0.0,1.0,4.0,18.0
0.031914893617021274,1.0,24.0,30.0,940.0,1.0,0.0,3.0,0.0,10.0
0.01867816091954023,1.0,85.0,26.0,1392.0,1.0,0.0,3.0,1.0,13.0
0.3125,1.0,0.0,5.0,16.0,0.0,1.0,0.0,0.0,9.0
0.07123775601068566,1.0,0.0,160.0,2246.0,1.0,0.0,1.0,3.0,10.0
0.2681564245810056,1.0,0.0,48.0,179.0,1.0,0.0,4.0,0.0,8.0
0.07087628865979381,1.0,6.0,55.0,776.0,1.0,0.0,1.0,0.0,11.0
0.06918238993710692,1.0,0.0,11.0,159.0,0.0,0.0,1.0,3.0,14.0
0.09595435684647304,1.0,74.0,185.0,1928.0,1.0,0.0,3.0,0.0,12.0
0.00487156775907883,1.0,0.0,11.0,2258.0,1.0,0.0,3.0,0.0,18.0
0.015616585891222402,1.0,19.0,29.0,1857.0,1.0,0.0,1.0,3.0,8.0
0.08108108108108109,1.0,14.0,39.0,481.0,1.0,0.0,2.0,0.0,19.0
2.2903225806451615,1.0,57.0,71.0,31.0,1.0,0.0,3.0,1.0,11.0
0.019867549668874173,1.0,0.0,3.0,151.0,0.0,1.0,0.0,0.0,16.0
0.0005534034311012728,1.0,0.0,1.0,1807.0,0.0,1.0,0.0,2.0,12.0
0.039473684210526314,1.0,0.0,3.0,76.0,1.0,1.0,0.0,2.0,12.0
0.14473684210526316,1.0,0.0,11.0,76.0,0.0,0.0,0.0,2.0,13.0
0.014925373134328358,1.0,0.0,1.0,67.0,0.0,1.0,0.0,0.0,8.0
0.7073170731707317,1.0,0.0,29.0,41.0,0.0,1.0,0.0,0.0,9.0
0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,10.0
0.11403508771929824,1.0,0.0,13.0,114.0,0.0,0.0,0.0,4.0,9.0
0.09289617486338798,1.0,0.0,17.0,183.0,0.0,1.0,0.0,1.0,10.0
0.034482758620689655,1.0,0.0,24.0,696.0,0.0,1.0,0.0,0.0,9.0
0.01910828025477707,1.0,0.0,3.0,157.0,0.0,1.0,0.0,4.0,9.0
0.0,1.0,0.0,0.0,54.0,0.0,1.0,0.0,0.0,11.0
0.03197674418604651,1.0,24.0,11.0,344.0,0.0,1.0,0.0,4.0,9.0
0.0035460992907801418,1.0,0.0,1.0,282.0,0.0,1.0,0.0,0.0,15.0
0.0,1.0,0.0,0.0,577.0,0.0,1.0,0.0,0.0,14.0
0.0,1.0,0.0,0.0,434.0,0.0,1.0,0.0,0.0,12.0
0.03508771929824561,1.0,0.0,2.0,57.0,0.0,0.0,0.0,2.0,10.0
0.18309859154929578,1.0,0.0,26.0,142.0,0.0,0.0,0.0,0.0,9.0
0.44144144144144143,1.0,0.0,49.0,111.0,0.0,1.0,0.0,5.0,10.0
0.007874015748031496,1.0,0.0,1.0,127.0,1.0,1.0,0.0,0.0,10.0
0.03292181069958848,1.0,0.0,16.0,486.0,1.0,1.0,0.0,0.0,13.0
0.07763975155279502,1.0,0.0,25.0,322.0,1.0,0.0,0.0,0.0,8.0
0.0,1.0,0.0,0.0,194.0,1.0,1.0,0.0,0.0,9.0
0.0,1.0,14.0,0.0,174.0,1.0,1.0,0.0,1.0,9.0
0.0,1.0,0.0,0.0,524.0,1.0,1.0,0.0,0.0,6.0
0.010869565217391304,1.0,0.0,5.0,460.0,1.0,1.0,1.0,1.0,7.0
0.0,1.0,0.0,0.0,753.0,1.0,1.0,9.0,0.0,13.0
0.0,1.0,0.0,0.0,140.0,1.0,1.0,0.0,2.0,7.0
0.04017082610436407,1.0,0.0,301.0,7493.0,1.0,1.0,0.0,4.0,10.0
0.05311011689998557,1.0,0.0,368.0,6929.0,1.0,0.0,2.0,0.0,7.0
0.016532341392849762,1.0,10.0,80.0,4839.0,1.0,0.0,5.0,0.0,8.0
0.00619743249225321,1.0,0.0,28.0,4518.0,1.0,0.0,1.0,2.0,6.0
0.12853025936599424,1.0,0.0,223.0,1735.0,1.0,0.0,6.0,2.0,9.0
0.12681159420289856,1.0,0.0,140.0,1104.0,1.0,0.0,3.0,0.0,15.0
0.06067094932191292,1.0,130.0,85.0,1401.0,1.0,0.0,9.0,3.0,16.0
0.014652014652014652,1.0,35.0,32.0,2184.0,1.0,0.0,2.0,2.0,18.0
0.009236620483564249,1.0,36.0,34.0,3681.0,1.0,0.0,1.0,0.0,9.0
0.005763688760806916,1.0,0.0,14.0,2429.0,1.0,0.0,1.0,0.0,16.0
0.010912698412698412,1.0,12.0,11.0,1008.0,1.0,0.0,1.0,0.0,12.0
0.04600484261501211,1.0,50.0,228.0,4956.0,1.0,1.0,1.0,3.0,9.0
0.9172413793103448,1.0,0.0,133.0,145.0,1.0,0.0,4.0,0.0,15.0
0.10733122362869198,1.0,0.0,407.0,3792.0,1.0,0.0,1.0,3.0,9.0
0.17827298050139276,1.0,0.0,64.0,359.0,1.0,0.0,6.0,0.0,7.0
0.06735266604303088,1.0,0.0,288.0,4276.0,1.0,0.0,1.0,5.0,9.0
0.06281972580315122,1.0,3.0,307.0,4887.0,1.0,0.0,3.0,0.0,22.0
0.3308270676691729,1.0,0.0,88.0,266.0,1.0,0.0,1.0,0.0,9.0
0.06329113924050633,1.0,0.0,145.0,2291.0,0.0,0.0,1.0,7.0,15.0
0.1552511415525114,1.0,0.0,34.0,219.0,0.0,0.0,2.0,0.0,20.0
0.2669902912621359,1.0,0.0,165.0,618.0,1.0,0.0,0.0,0.0,8.0
0.21941489361702127,1.0,0.0,165.0,752.0,0.0,1.0,0.0,3.0,8.0
0.07645569620253165,1.0,0.0,151.0,1975.0,0.0,1.0,0.0,4.0,9.0
0.48,1.0,0.0,12.0,25.0,0.0,0.0,0.0,0.0,9.0
0.3977407847800238,1.0,0.0,1338.0,3364.0,0.0,1.0,0.0,0.0,10.0
0.10563751317175975,1.0,0.0,401.0,3796.0,0.0,0.0,0.0,3.0,10.0
0.1281618887015177,1.0,0.0,228.0,1779.0,0.0,0.0,0.0,10.0,11.0
0.29989356040447046,1.0,0.0,1127.0,3758.0,1.0,1.0,3.0,6.0,9.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0
1.0,1.0,90.0,1.0,0.0,1.0,0.0,9.0,1.0,19.0
1.0,1.0,59.0,1.0,1.0,1.0,0.0,7.0,4.0,15.0
0.0,1.0,138.0,0.0,25.0,1.0,0.0,6.0,0.0,10.0
0.0,1.0,52.0,0.0,0.0,1.0,0.0,6.0,3.0,7.0
0.0,1.0,92.0,0.0,1.0,1.0,0.0,9.0,1.0,15.0
1.0,1.0,60.0,1.0,0.0,1.0,0.0,5.0,1.0,13.0
0.0,1.0,108.0,0.0,0.0,1.0,0.0,6.0,2.0,10.0
1.084033613445378,0.0,0.0,258.0,238.0,1.0,0.0,0.0,0.0,10.0
0.5456431535269709,0.0,30.0,263.0,482.0,1.0,1.0,29.0,0.0,8.0
0.6538461538461539,0.0,9.0,51.0,78.0,1.0,1.0,0.0,0.0,10.0
0.61875,0.0,22.0,297.0,480.0,1.0,1.0,25.0,2.0,9.0
0.4669421487603306,0.0,0.0,113.0,242.0,1.0,1.0,95.0,0.0,10.0
0.5477386934673367,0.0,26.0,545.0,995.0,1.0,1.0,340.0,0.0,8.0
0.4297520661157025,0.0,0.0,52.0,121.0,1.0,1.0,30.0,0.0,9.0
0.15632530120481927,0.0,0.0,1038.0,6640.0,1.0,0.0,156.0,0.0,12.0
0.7577092511013216,0.0,51.0,172.0,227.0,1.0,0.0,10.0,0.0,10.0
0.8859649122807017,0.0,14.0,101.0,114.0,1.0,1.0,4.0,0.0,15.0
1.0121457489878543,0.0,31.0,250.0,247.0,1.0,0.0,4.0,0.0,7.0
0.6100443131462334,0.0,0.0,413.0,677.0,1.0,1.0,38.0,0.0,15.0
0.9197860962566845,0.0,1.0,172.0,187.0,1.0,1.0,7.0,0.0,10.0
0.7406593406593407,0.0,0.0,337.0,455.0,1.0,1.0,2.0,0.0,14.0
0.7354838709677419,0.0,29.0,114.0,155.0,1.0,1.0,8.0,2.0,12.0
1.0545454545454545,0.0,0.0,174.0,165.0,1.0,1.0,76.0,1.0,9.0
1.0276243093922652,0.0,36.0,372.0,362.0,1.0,1.0,13.0,0.0,7.0
1.0242424242424242,0.0,41.0,338.0,330.0,1.0,0.0,17.0,0.0,12.0
3.721753794266442,0.0,47.0,2207.0,593.0,1.0,0.0,198.0,0.0,15.0
1.0951219512195123,0.0,19.0,449.0,410.0,1.0,1.0,19.0,0.0,8.0
0.6882966396292005,0.0,105.0,594.0,863.0,1.0,1.0,276.0,0.0,9.0
0.8887434554973822,0.0,23.0,679.0,764.0,1.0,1.0,39.0,0.0,11.0
1.0556586270871986,0.0,41.0,569.0,539.0,1.0,1.0,95.0,0.0,11.0
0.994475138121547,0.0,0.0,540.0,543.0,1.0,1.0,73.0,0.0,12.0
1.1983695652173914,0.0,25.0,441.0,368.0,1.0,1.0,30.0,0.0,8.0
1.2527472527472527,0.0,37.0,570.0,455.0,1.0,1.0,120.0,0.0,10.0
0.3303411131059246,0.0,16.0,368.0,1114.0,1.0,0.0,69.0,0.0,8.0
0.9783950617283951,0.0,59.0,634.0,648.0,1.0,0.0,21.0,0.0,9.0
1.274582560296846,0.0,18.0,687.0,539.0,1.0,0.0,78.0,0.0,9.0
1.4019370460048426,0.0,36.0,579.0,413.0,1.0,0.0,221.0,0.0,11.0
1.0358126721763086,0.0,0.0,752.0,726.0,1.0,1.0,312.0,0.0,12.0
1.2551020408163265,0.0,0.0,861.0,686.0,1.0,0.0,323.0,0.0,9.0
1.453804347826087,0.0,122.0,535.0,368.0,1.0,1.0,49.0,0.0,18.0
1.0365448504983388,0.0,39.0,1872.0,1806.0,1.0,1.0,374.0,0.0,11.0
1.7248322147651007,0.0,33.0,257.0,149.0,1.0,0.0,39.0,0.0,7.0
6.330645161290323,0.0,63.0,3140.0,496.0,1.0,1.0,807.0,0.0,5.0
0.6590604026845638,0.0,0.0,491.0,745.0,1.0,1.0,373.0,3.0,16.0
0.821969696969697,0.0,23.0,434.0,528.0,1.0,1.0,93.0,0.0,9.0
1.2819593787335724,0.0,0.0,1073.0,837.0,1.0,1.0,49.0,0.0,14.0
1.0705800139762405,0.0,57.0,1532.0,1431.0,1.0,1.0,313.0,0.0,11.0
0.8422857142857143,0.0,87.0,737.0,875.0,1.0,0.0,53.0,0.0,10.0
0.9490084985835694,0.0,26.0,335.0,353.0,1.0,1.0,2.0,0.0,14.0
1.0961538461538463,0.0,47.0,399.0,364.0,1.0,1.0,9.0,0.0,16.0
0.9393939393939394,0.0,0.0,310.0,330.0,1.0,1.0,0.0,1.0,5.0
1.0343007915567282,0.0,21.0,392.0,379.0,1.0,0.0,8.0,0.0,13.0
0.8763440860215054,0.0,0.0,163.0,186.0,1.0,1.0,0.0,0.0,8.0
0.9080622347949081,0.0,8.0,642.0,707.0,1.0,1.0,10.0,0.0,12.0
0.7425,0.0,28.0,594.0,800.0,1.0,1.0,21.0,0.0,12.0
0.9768211920529801,0.0,11.0,295.0,302.0,1.0,1.0,2.0,0.0,11.0
0.699443413729128,0.0,76.0,377.0,539.0,1.0,0.0,40.0,0.0,11.0
0.8778625954198473,0.0,0.0,345.0,393.0,1.0,1.0,2.0,0.0,8.0
1.0106060606060605,0.0,0.0,667.0,660.0,1.0,1.0,20.0,0.0,7.0
0.5688524590163935,0.0,44.0,347.0,610.0,1.0,1.0,14.0,2.0,14.0
0.8994708994708994,0.0,27.0,340.0,378.0,1.0,1.0,9.0,0.0,12.0
1.1639344262295082,0.0,110.0,1136.0,976.0,1.0,1.0,188.0,0.0,10.0
1.0248756218905473,0.0,10.0,206.0,201.0,1.0,1.0,16.0,0.0,9.0
0.9561883899233297,0.0,66.0,873.0,913.0,1.0,1.0,52.0,1.0,15.0
1.2901785714285714,0.0,59.0,289.0,224.0,1.0,1.0,10.0,0.0,16.0
0.8585858585858586,0.0,0.0,510.0,594.0,1.0,1.0,25.0,0.0,11.0
1.2407407407407407,0.0,2.0,804.0,648.0,1.0,1.0,29.0,0.0,13.0
1.0207156308851224,0.0,41.0,542.0,531.0,1.0,1.0,78.0,0.0,14.0
0.9297297297297298,0.0,57.0,516.0,555.0,1.0,1.0,39.0,0.0,12.0
1.0951276102088168,0.0,32.0,472.0,431.0,1.0,1.0,59.0,0.0,9.0
1.1129032258064515,0.0,10.0,138.0,124.0,1.0,1.0,2.0,0.0,13.0
0.6340694006309149,0.0,79.0,201.0,317.0,1.0,1.0,14.0,0.0,8.0
0.9669421487603306,0.0,4.0,234.0,242.0,1.0,1.0,11.0,0.0,11.0
0.9869281045751634,0.0,27.0,302.0,306.0,1.0,1.0,37.0,0.0,11.0
0.7522464698331194,0.0,0.0,586.0,779.0,1.0,0.0,88.0,0.0,9.0
0.6341463414634146,0.0,0.0,260.0,410.0,1.0,1.0,3.0,0.0,7.0
0.7421259842519685,0.0,0.0,377.0,508.0,1.0,1.0,25.0,0.0,10.0
1.1043307086614174,0.0,45.0,561.0,508.0,1.0,0.0,114.0,0.0,9.0
1.119751166407465,0.0,16.0,720.0,643.0,1.0,1.0,93.0,0.0,13.0
0.6100443131462334,0.0,0.0,413.0,677.0,1.0,1.0,38.0,0.0,15.0
0.9975961538461539,0.0,67.0,415.0,416.0,1.0,1.0,45.0,0.0,9.0
0.8546712802768166,0.0,35.0,247.0,289.0,1.0,1.0,70.0,0.0,14.0
0.8209718670076727,0.0,0.0,321.0,391.0,1.0,1.0,1.0,0.0,12.0
1.299079754601227,0.0,6.0,847.0,652.0,1.0,0.0,83.0,0.0,7.0
0.9659442724458205,0.0,22.0,312.0,323.0,1.0,1.0,12.0,0.0,7.0
1.255868544600939,0.0,13.0,535.0,426.0,1.0,0.0,60.0,0.0,12.0
0.99079754601227,0.0,28.0,323.0,326.0,1.0,1.0,8.0,0.0,9.0
0.40639625585023403,0.0,0.0,521.0,1282.0,1.0,1.0,156.0,0.0,13.0
0.9020979020979021,0.0,24.0,258.0,286.0,1.0,1.0,5.0,0.0,9.0
0.9300911854103343,0.0,128.0,306.0,329.0,1.0,1.0,11.0,0.0,9.0
0.8338762214983714,0.0,6.0,256.0,307.0,1.0,1.0,12.0,0.0,11.0
1.141914191419142,0.0,14.0,346.0,303.0,1.0,0.0,16.0,0.0,11.0
1.1235955056179776,0.0,15.0,300.0,267.0,1.0,0.0,22.0,0.0,10.0
1.0,0.0,8.0,230.0,230.0,1.0,1.0,2.0,0.0,12.0
0.9591078066914498,0.0,10.0,516.0,538.0,1.0,1.0,20.0,0.0,14.0
1.0118110236220472,0.0,76.0,257.0,254.0,1.0,1.0,26.0,0.0,7.0
0.8126520681265207,0.0,40.0,334.0,411.0,1.0,0.0,21.0,0.0,16.0
0.49242424242424243,0.0,27.0,195.0,396.0,1.0,1.0,31.0,0.0,14.0
0.7872340425531915,0.0,53.0,740.0,940.0,1.0,1.0,483.0,0.0,9.0
0.9912536443148688,0.0,0.0,340.0,343.0,1.0,1.0,8.0,0.0,11.0
0.8763557483731019,0.0,0.0,404.0,461.0,1.0,0.0,1.0,0.0,15.0
0.615625,0.0,0.0,197.0,320.0,1.0,1.0,9.0,0.0,10.0
1.1560975609756097,0.0,74.0,474.0,410.0,1.0,1.0,33.0,0.0,14.0
1.392156862745098,0.0,19.0,213.0,153.0,1.0,1.0,209.0,0.0,8.0
1.3257790368271956,0.0,35.0,936.0,706.0,1.0,1.0,61.0,1.0,16.0
1.0561224489795917,0.0,0.0,207.0,196.0,1.0,1.0,7.0,0.0,11.0
0.8369565217391305,0.0,0.0,77.0,92.0,1.0,1.0,0.0,0.0,10.0
0.8579545454545454,0.0,24.0,453.0,528.0,1.0,1.0,75.0,0.0,15.0
0.8643067846607669,0.0,12.0,293.0,339.0,1.0,1.0,92.0,0.0,10.0
0.9517102615694165,0.0,8.0,473.0,497.0,1.0,1.0,16.0,0.0,12.0
0.8692660550458715,0.0,7.0,379.0,436.0,1.0,1.0,56.0,0.0,12.0
0.8273195876288659,0.0,85.0,642.0,776.0,1.0,1.0,236.0,4.0,15.0
0.8905852417302799,0.0,26.0,350.0,393.0,1.0,1.0,19.0,0.0,8.0
0.907608695652174,0.0,33.0,167.0,184.0,1.0,1.0,10.0,2.0,10.0
0.6779279279279279,0.0,81.0,301.0,444.0,1.0,1.0,60.0,0.0,6.0
